Square_Feet,Num_Bedrooms,Num_Bathrooms,Lot_Size_Acres,Year_Built,Garage_Spaces,Neighborhood,Price
1498,2,2,0.3040715695534496,1987,1,Rural,471624.4499000941
1195,4,2,1.3068170140337003,1957,0,Suburb,360392.13528968964
4971,4,2,0.4595941787666886,2011,2,Rural,816614.7585710976
3302,3,2,1.4281657973341788,1996,1,Suburb,637006.7203180285
2619,3,1,0.8933523248343307,1966,2,Downtown,456816.7393498205
1517,4,2,0.6830905751647108,1966,2,Rural,291987.8251679235
3582,4,1,0.8911288102707092,1962,1,Rural,567618.9726492174
4377,2,1,0.7992126585780883,1966,2,Downtown,760645.0877095244
943,2,2,1.1502255679481215,1987,1,Downtown,217385.49960548375
3940,3,2,0.45961929566063575,1994,0,Rural,744083.6871144729
3738,1,1,0.5619230678204384,1955,2,Downtown,672627.5720829307
4436,4,2,1.3464367386732135,1984,0,Suburb,861524.4540340367
4022,2,2,1.422361944068088,1963,2,Downtown,669127.9005776566
1967,3,2,1.344209429855388,2021,2,Downtown,464702.46913170826
3416,2,3,0.6581995912381047,2010,2,Rural,675686.7026568771
1862,4,1,1.1815299793599785,1964,1,Suburb,359721.69083200133
2956,4,3,0.7406868132865932,2003,0,Downtown,544625.1383960882
3782,5,2,0.7714327856118482,1976,2,Suburb,779704.6890010356
4094,1,3,0.34678615813306174,1962,1,Suburb,711910.5169492639
1956,5,2,0.9071389397248488,1980,2,Suburb,461841.16633008386
1532,3,3,0.3198970517423545,1984,1,Rural,305594.1404434508
1753,2,2,0.530768813647431,2009,2,Downtown,315601.15294683893
3339,3,3,1.289793792348906,1955,0,Rural,589173.3871223726
4124,4,3,0.3502599233557401,2018,0,Downtown,751904.129097615
4101,5,3,0.15317951350147757,2007,2,Downtown,712002.5899291621
2342,5,1,0.15006100928858362,1998,1,Rural,461308.9797532525
1991,5,3,1.4141375547295065,1972,2,Suburb,372007.49169116514
3793,3,1,0.7850346350446602,1983,1,Suburb,608648.3215773995
3481,4,2,0.6436475041346766,1975,2,Downtown,674568.5124965373
2017,2,3,1.2257739424614817,1996,1,Rural,463755.00486312434
2340,2,2,1.2619475954702482,1954,0,Suburb,422145.11364006164
4036,3,2,0.5316769980176267,1969,2,Suburb,658145.3245065049
3186,5,3,1.0557461833370032,1955,0,Downtown,558644.7460904395
4519,1,1,1.1681280829852356,2019,0,Downtown,755549.149362639
2188,3,3,0.9992434959556341,2008,2,Rural,507910.79450137727
2656,3,2,0.2698128584601441,2013,2,Downtown,565208.5417364191
2165,4,2,1.3200304710997326,1967,1,Suburb,423324.0226478962
1299,2,3,0.8316871014672126,1953,1,Suburb,238809.12073010506
2480,3,1,0.4595850182365053,1966,0,Suburb,461083.88225804677
1310,3,1,0.6665808688846562,1963,1,Suburb,238654.86884640064
2124,5,2,0.1044780810784157,1962,1,Rural,399276.9296785082
1955,5,2,0.23540686177250547,1956,2,Rural,470721.941757302
2627,1,1,1.1600427882479982,1993,1,Downtown,523606.62719324837
3941,4,3,0.05001687039528091,1964,0,Downtown,705549.0530204782
4286,1,2,0.6540204512993237,1968,1,Downtown,659884.4589703503
2610,5,1,0.8076397625741033,2012,0,Rural,527722.623625015
3723,2,2,0.12921990900140984,1984,2,Suburb,704667.2627194045
3014,5,3,1.4609633363098826,1984,0,Downtown,588037.5834379209
4986,4,1,0.37788173031202427,1968,1,Suburb,905513.3391055762
1513,5,2,0.4910881434726072,1969,2,Downtown,414409.02734536247
4402,4,3,0.4907166427697896,1984,1,Downtown,873800.9744625695
4934,4,2,0.38410416007015735,1981,2,Downtown,872044.2395279708
4322,4,3,0.052137042025151556,1997,2,Downtown,810712.3258308036
2043,4,3,1.1075499514275948,1993,1,Downtown,524310.3634451064
4509,4,1,1.4519259747089637,1973,1,Suburb,812758.216347628
1881,2,3,0.3752255507633153,2010,2,Downtown,383092.8056257557
1255,1,2,1.0114184281149625,1966,2,Suburb,257551.22673590615
1694,3,3,1.125749674090137,2020,1,Rural,417042.7411704897
2184,1,3,1.2802167996812608,1999,0,Downtown,381676.2648963143
2758,4,1,0.6628123356697333,2014,1,Suburb,525293.300945185
3872,2,3,0.4892498131786224,1981,2,Rural,749412.3521750851
2796,5,3,0.5216779443333951,1985,1,Rural,451270.8663284039
1304,2,2,1.0833009329928436,1962,0,Rural,363490.1237495826
2014,4,1,1.2343302264331724,2019,1,Suburb,490905.3154638214
2331,2,1,0.3133402532470738,2007,2,Downtown,419928.57427341765
4240,2,1,0.5878644618287596,1963,1,Downtown,734926.8306301658
1623,4,3,1.3578132852862677,1986,2,Suburb,397263.65205104166
1728,2,1,1.219705603557372,2017,2,Downtown,437093.6304930816
933,3,3,1.4780446840055899,1989,1,Suburb,331645.05081860884
2905,3,3,1.1436599765390172,2008,2,Downtown,516119.66337162984
4427,2,2,0.6201330414904873,1965,2,Rural,786815.7815030186
2652,5,2,0.9064248592922248,2011,0,Downtown,529647.1045036821
4975,4,2,1.0084706686586145,1953,0,Suburb,855561.0418990772
3733,3,2,0.16376093365982974,1994,0,Suburb,622316.6236247058
4084,5,2,0.8395205907006044,1977,0,Rural,823797.2652700539
3611,2,3,1.0785152012852839,2015,2,Suburb,736223.3950208345
2050,5,3,0.29261589080153755,1980,1,Downtown,404863.75961738237
4312,1,1,1.181915990267058,1952,2,Downtown,653207.7894598296
2056,3,3,0.8964705317454619,1957,2,Rural,409045.7790860168
4176,2,3,1.4307215892615122,1973,2,Suburb,776739.5640897956
4286,4,2,0.11151233239999296,1964,1,Rural,752640.538845311
4384,2,3,0.4347228994554271,1992,0,Downtown,828451.0992275206
2196,4,2,0.9222531249847449,1980,2,Rural,495841.0486087375
4437,2,1,0.48001187269859946,2022,2,Suburb,818128.6887416174
4130,5,1,1.0859150379033011,1994,0,Rural,758061.0707885879
3503,5,3,1.1505576596568,2015,2,Suburb,629996.2166825865
1270,5,1,0.19864814789638796,1957,1,Suburb,271688.0364005827
2153,1,3,0.7950889730998132,2020,2,Downtown,505356.26645742956
3583,4,1,0.787891305607031,2006,2,Downtown,657131.6796859084
3631,5,2,0.5854571168125345,1979,0,Downtown,689513.6607674381
1157,1,2,1.4027410507260245,1967,2,Suburb,257667.40525221382
3819,4,2,1.2498841638161708,2018,2,Rural,673857.0908492311
1467,2,2,1.0609536037689733,1988,1,Suburb,322601.86887307395
1945,1,3,1.0857736218157465,2009,0,Downtown,426917.8445879476
4985,3,1,0.7194884085290227,1992,0,Downtown,808855.3821975084
4519,1,3,1.385442055590035,1994,1,Rural,789273.2788689673
3545,1,2,1.0571633695172638,1972,2,Downtown,580420.1052910461
1339,4,3,1.1070225394009339,2018,0,Downtown,411452.6966662235
3579,2,1,1.2994518104916506,1955,0,Downtown,599116.2483304313
4936,3,3,0.44740380454617695,2005,2,Rural,947985.8533472327
4575,5,1,1.2202528106067194,1953,2,Suburb,877092.4487391799
3308,5,3,0.3330988742869134,1972,0,Downtown,618309.679249651
3579,1,1,0.5507458307550874,1955,2,Rural,548442.4799877342
1724,4,1,0.5366351586912719,1981,0,Downtown,249037.8092871586
3756,4,2,1.4688619291642537,1967,2,Rural,621175.3849319456
2381,5,1,1.2919789744344938,1964,2,Downtown,409797.8382437569
4124,3,2,1.0666962993058766,1989,1,Rural,806857.4073591928
1055,2,2,1.1042323043423157,2022,2,Downtown,295625.87544819363
2638,3,2,0.8650055518837281,1955,1,Suburb,513480.33724227396
2744,2,3,1.4232814673073526,2012,2,Downtown,448544.57889939076
809,5,3,0.7695751916794242,2016,0,Rural,218343.18237272542
3671,2,3,0.6017506793113471,1960,0,Downtown,690539.0024085413
1597,4,3,0.28640123855080696,1992,2,Suburb,389116.73039014544
1815,1,1,1.1899981957785342,1966,2,Downtown,345189.69998129085
2624,1,1,1.1149437015096075,1953,0,Rural,484140.99196019827
3936,5,3,0.6073148058599956,2012,2,Rural,833836.1864239906
2993,4,1,0.08653045024088257,2017,1,Suburb,546628.4858279652
1023,3,1,1.2665461251911156,1990,1,Rural,265749.41263672576
4958,4,2,0.06655607600840677,1954,1,Downtown,845160.9674567335
4725,1,2,1.0703646804621239,1981,1,Downtown,923762.7753729421
4800,1,2,1.4568728091027827,2019,1,Downtown,737169.6429611044
2433,4,2,0.6846089258148951,1984,2,Rural,523303.3292557383
2952,4,1,0.3907114372441315,1971,2,Downtown,533874.1163069294
1310,1,3,1.0720629645629034,2014,1,Downtown,351779.84560046706
1184,3,1,1.2348358059225986,1971,2,Downtown,248428.08841871575
1204,5,1,0.8423239583128787,1960,2,Suburb,288498.227623335
2800,5,1,1.452201149121412,1952,1,Rural,569114.551955703
3556,4,2,0.1249196464040436,1958,2,Rural,789043.9029802729
2468,5,2,0.7819536175415658,2009,2,Rural,559240.8818209349
2260,1,2,1.0917582236176977,1963,2,Suburb,388431.8845708285
4436,1,3,1.3008286831663096,1967,1,Rural,752228.589562191
3524,4,1,0.30992063726629554,2022,2,Suburb,626627.7073261333
4978,4,3,1.2100050485573381,1972,0,Suburb,790617.9423396459
2848,4,2,0.8514252597918907,1996,0,Rural,534223.995610766
4946,3,3,0.6250028388854467,2018,1,Downtown,918541.5108687961
1516,5,1,0.24098679143968565,1996,0,Downtown,270008.129874954
2623,4,1,1.304678850417923,1979,1,Rural,559967.709560888
2881,2,2,0.27804615186058723,1974,0,Rural,537599.6640914286
4219,2,2,0.49919239585319386,1977,0,Suburb,683122.1818185119
2374,1,3,0.47056602134553344,1974,0,Rural,438934.8385600183
1049,5,2,1.3135503495767387,2007,1,Suburb,390537.09737358644
1473,4,2,1.025419341602902,1990,1,Rural,386635.7775073513
2965,2,1,1.2051880259274899,1974,2,Downtown,539792.9432634573
1570,5,2,0.4131784532491235,1997,1,Downtown,353879.40321693325
4762,1,2,0.9560674444301485,1959,0,Rural,795251.8024111859
2784,3,1,0.8790316755584356,1960,0,Suburb,473092.4556140536
1877,5,1,1.2576040463429932,1970,1,Downtown,294964.60564090917
1035,5,3,1.3638262376978278,1994,1,Suburb,420135.4202806931
1188,3,2,0.06762731864221087,1956,1,Rural,268818.79633281427
3837,5,1,1.0273288826352494,2013,2,Rural,736003.9409088319
2648,1,3,0.12516190872360708,2013,0,Downtown,496807.8506806267
3614,1,3,0.8458450643621661,1951,2,Rural,601261.061251014
4174,3,2,0.46706745711333336,1991,2,Downtown,730145.1250948281
4078,4,2,0.4948260693071047,2003,0,Suburb,651626.7832764266
2052,2,3,0.5617898300059171,1965,0,Downtown,518890.12150278356
4781,4,1,0.9508740511219347,1967,1,Downtown,756441.881101319
2922,5,3,0.5343724502197154,2008,1,Suburb,539889.1348120354
2950,2,2,1.1124136233559065,1965,2,Downtown,523735.3122477981
2129,3,1,0.636564709082111,1955,1,Downtown,462485.0804242611
2158,3,1,0.14911214044944,2006,1,Rural,418907.6927721215
3282,2,3,1.1864517716019556,1996,0,Suburb,555722.245630516
2817,1,2,0.46434957065942367,1997,0,Downtown,571553.9094510555
2131,2,3,0.6775119754189308,1991,1,Suburb,473750.2708476527
2158,5,3,1.0438936306717572,2009,0,Suburb,509499.62047425774
3977,1,3,0.5320614278656324,1953,1,Downtown,717977.9406158547
2928,3,1,0.13204920141273765,1951,0,Rural,620559.0790573773
2980,2,1,0.5921855181685798,2008,0,Suburb,645598.4551151772
937,4,2,1.41945044490674,1976,0,Downtown,231103.24174797005
4272,4,2,0.9805148760829094,1976,0,Suburb,838104.5471622158
3632,5,3,1.02364476556745,2021,1,Rural,733431.304799294
4379,4,3,0.9668091227745778,1956,2,Rural,812640.973262379
3831,2,3,0.3385386014911833,2012,0,Rural,606307.2304476572
4964,2,2,0.6565841029483062,1995,1,Downtown,840212.3937895563
3393,4,1,1.1388627076268114,2012,1,Downtown,595586.074635708
4618,2,1,0.19699070145208075,1961,0,Rural,792042.754773707
4938,5,3,0.4528865253300828,1962,2,Downtown,927811.7555267419
4623,1,3,0.45066270727548774,1992,0,Rural,688238.9365946943
4842,5,3,0.6764274450120337,1966,1,Downtown,860226.8057000272
2706,5,3,1.4715346743661684,2012,2,Rural,640923.768727036
1560,2,2,0.1478786926915418,1985,1,Suburb,313623.62573815853
4245,1,1,0.8021164418518628,1957,0,Rural,731245.5110871554
1699,2,3,0.31007878891770513,2018,2,Rural,401109.8491597083
3747,3,2,1.457480990844129,1985,1,Downtown,704282.6314145138
2519,2,3,0.21429008185482307,1977,1,Downtown,465570.0527336816
1080,2,3,0.6352214534243074,1996,1,Downtown,220375.38886170066
4066,2,1,1.119933228010179,1979,0,Downtown,639222.1571889522
2687,1,3,1.0716039206397956,1972,2,Downtown,549449.7041355618
4066,2,1,0.6629565234962018,1965,0,Downtown,680132.0432458682
1466,1,1,0.5524600435314415,1963,0,Suburb,269023.58864026755
4988,4,1,0.6265379489016624,2020,0,Rural,843036.2568619156
1471,3,2,0.43320058158002694,2001,2,Rural,323054.569357563
2769,1,2,0.3477327611248597,1986,0,Rural,546150.2449469041
4956,4,1,0.7504075614603904,1978,0,Suburb,824145.9471358064
3922,1,3,0.4393739462980306,2016,0,Rural,631534.2432608822
4700,1,1,0.46681941410101263,1964,0,Suburb,797018.9770590289
1323,3,3,1.0022962920381078,1996,1,Suburb,324752.0926475263
3193,5,1,1.4543791309648437,1995,0,Suburb,610607.3758959357
3917,5,3,0.9252739408110939,2001,1,Rural,825434.3941361974
3393,1,2,0.1616202272442011,1968,0,Suburb,573654.3766773586
2768,2,3,0.15959624008839712,1970,2,Rural,531351.1084577042
2553,4,1,1.4295636702260706,2013,1,Rural,457595.0988396051
3096,2,2,0.48107164594563373,1986,1,Downtown,549537.9603013648
3061,2,3,0.18349712981958938,1976,1,Downtown,589796.2448568218
3086,1,3,0.9186146513680533,2004,1,Suburb,504003.6063352989
3678,1,3,0.9542907285208859,1978,2,Suburb,673328.0692262033
4943,1,3,0.9903319891720979,1969,0,Rural,844296.1934156822
4444,1,3,0.43773294039343486,1974,1,Suburb,762919.0315872406
2855,5,2,0.0719104921109888,2019,2,Suburb,619546.154775132
2076,1,2,1.4492722857089841,2012,1,Rural,446607.37145660573
3566,5,2,0.4137949162520986,1985,0,Suburb,728079.4932428641
1102,5,2,1.0302381176761939,1951,1,Suburb,235225.28657382206
1438,1,1,1.074613311324129,1971,2,Rural,302988.4945874
855,3,2,0.9345107547652542,1965,0,Rural,232163.55441480246
1325,4,3,0.50371572160979,1967,2,Downtown,272361.5897444418
4923,2,3,0.44308956795789534,2018,0,Rural,907626.5414637252
2925,5,2,0.9166190099189195,2003,0,Downtown,693316.0454910193
4087,4,3,1.3058386687369528,1979,0,Suburb,751316.4696505476
1164,3,2,1.4227639069389235,1994,1,Rural,328806.33255246683
2446,2,3,0.20356341638544856,1968,2,Rural,472697.19211847533
1718,2,1,0.2745014882666938,1983,2,Rural,302510.7962699751
3597,5,1,1.4198675752354655,1962,2,Suburb,571409.3376146085
2331,1,2,1.1179760810854493,1992,0,Downtown,411220.84746694076
4145,3,2,1.330341046003171,2011,1,Suburb,687758.9018724768
2706,5,2,0.34381731949624755,1971,0,Suburb,601981.4502928809
3886,3,3,0.9019995131086327,2001,2,Rural,719184.5055660107
2875,1,2,1.0666524119053369,2001,1,Downtown,519287.08178574825
1513,1,1,1.0361622338981102,1985,1,Suburb,353130.9359173525
1862,5,3,0.6418199517567122,2022,1,Rural,385548.84389233985
2776,1,2,0.07232259295239729,1968,2,Suburb,452003.2499588203
2096,4,3,0.8952427823661816,1987,1,Suburb,457708.4691097547
925,2,3,0.4169972318104327,2019,1,Rural,316528.3942073827
4396,5,2,0.702868656907191,2006,0,Rural,820041.6253965832
4083,3,3,1.438492471871535,1969,0,Downtown,751636.1065632248
2403,4,1,0.6286012105815304,1958,1,Suburb,454427.9109734314
866,5,1,1.2677123296634187,1981,1,Rural,274266.0393696071
1032,1,3,0.32338387833641413,1953,0,Rural,241350.322823191
2956,1,2,1.0250677221362918,1999,0,Downtown,490402.7407038791
1969,1,3,1.466660083936468,1954,0,Downtown,397487.16276038694
2958,1,1,0.19774499626575837,1969,2,Rural,451970.46697942755
2293,3,3,0.06206391622942842,1986,2,Downtown,465745.40546962974
4807,4,3,0.6786950493172909,1971,0,Rural,819591.5039119337
3272,2,1,0.18430695042448242,2007,1,Suburb,703455.2201476328
3460,3,3,1.1351573070305354,2017,0,Downtown,661708.426953025
3539,3,3,1.3760955625804105,1993,2,Suburb,608159.9329385287
2561,2,2,0.6793304104277004,1983,1,Suburb,476027.59767470777
4314,2,2,0.42513188112538935,1991,2,Suburb,775570.5749044021
2775,1,1,0.6798848125595842,1958,1,Rural,561015.8935588178
3162,3,1,1.0989993358825014,1956,2,Suburb,538307.3667207141
1676,5,1,0.06312853429153792,2017,1,Suburb,290541.1719846488
4612,2,2,0.904708284752811,1968,1,Suburb,828236.0162666052
4248,2,1,0.9392729430866996,1980,1,Rural,655455.5235667515
2112,4,1,0.9746479579991065,1984,1,Suburb,404985.1870846079
2260,5,1,0.40093201597227196,2006,2,Suburb,450637.6160438958
3509,5,2,1.0853764488982838,2010,2,Downtown,678075.8563129603
3124,2,3,0.18251765518107577,1980,1,Rural,605208.5759573383
2533,1,1,0.33894198787686114,2002,1,Suburb,422047.1256432179
2405,4,3,1.3223315676489988,1981,2,Downtown,497510.1687446419
3363,5,1,1.1211485685535212,2015,1,Rural,642159.4537236011
4221,2,3,0.06993105331645061,2008,1,Rural,754528.5189422684
4317,5,2,0.4101455775362103,1959,1,Rural,763644.2702861204
3197,4,2,0.3608894003400886,1951,0,Rural,592568.0767679308
4535,4,1,0.4426691756536102,2015,1,Rural,837295.358995159
3670,3,3,0.40896166690583524,2009,0,Rural,696310.9391206651
1960,2,2,0.14066312882712634,1966,1,Suburb,395992.5387520034
1042,4,1,0.7154637490653896,1965,2,Suburb,177498.11664398393
3390,3,1,1.1124635384399395,1965,0,Suburb,599260.6557270827
1863,3,2,0.9297610008402828,1995,0,Suburb,418020.59741688607
3395,5,2,1.0256639194672157,1988,1,Downtown,683710.3381178669
1719,5,1,0.16766630887754677,1980,1,Suburb,325085.78746586124
805,3,3,1.4296615297563415,1950,0,Rural,204891.26685069455
1267,5,3,1.265813159072386,1960,2,Suburb,310161.22941726784
4970,4,3,1.217380961818711,1953,2,Suburb,906668.3142309415
803,1,1,1.2433265173105628,2020,1,Rural,275510.5830924217
1445,4,2,1.402430236792504,1975,2,Suburb,330425.59937127
917,3,1,0.8391682508648617,1999,2,Suburb,292731.48069864966
3728,3,2,0.34040892590805755,1961,1,Suburb,656182.1689763909
3351,4,3,0.9443362313861847,2014,2,Downtown,655822.4357696018
1646,5,3,1.1271781658185116,1996,1,Suburb,395374.3518254718
3562,5,2,1.1199802203633369,2002,0,Rural,713530.1726373746
1941,3,2,0.8061010850419762,2020,1,Rural,437050.912540193
2610,2,1,0.14926514303368818,1951,0,Suburb,557276.5742430557
1523,5,3,0.5881137607236854,1973,0,Suburb,317601.04306460754
1024,4,1,1.385111582271868,1953,2,Suburb,287207.3167469362
2848,5,1,0.8974509191482678,1968,2,Rural,516188.9678923897
2373,4,1,0.8305813177207845,1975,2,Rural,420097.2770049835
2628,3,3,0.4398375958541806,1989,1,Downtown,515453.39506533503
2717,5,1,0.5842509338790395,1999,2,Downtown,539102.6426479325
2826,4,1,1.3482518292720955,1992,0,Downtown,686273.7143384465
4544,3,1,1.0163714189139117,2016,2,Rural,794220.1375941181
1701,2,1,1.1917111887908827,1961,2,Downtown,286475.2873015835
2839,4,1,0.7088008634481,2016,1,Suburb,560176.5531436813
809,2,1,0.963858468211429,1976,1,Suburb,103395.16748691017
1060,2,3,0.4101562326776509,2003,0,Rural,267605.2855233397
2473,1,1,1.0729182039110552,2015,1,Downtown,469209.6281929791
3019,5,2,0.6700219338698391,1998,2,Suburb,633480.4578246573
2860,4,1,0.6916909964813811,1965,1,Rural,572514.93240102
4513,2,1,0.9915173706364784,1951,0,Downtown,720601.8664673436
2419,1,3,1.4076069011299437,2009,2,Suburb,491471.4372911022
1120,3,3,0.14280920258250035,2003,0,Downtown,247550.14252111645
2142,4,2,1.245877694153161,1979,1,Rural,392814.4261426785
3176,2,2,0.47395551009768,1987,1,Downtown,588373.8491709853
3632,5,3,0.6936832090342478,1977,0,Rural,616994.386750855
3624,1,3,0.08177432672376299,1974,2,Downtown,615004.141505882
2794,2,1,0.48651681285975384,1959,1,Suburb,437071.63826223323
3758,5,3,0.7788153018136892,2009,1,Rural,749760.4653507868
2838,2,2,0.13145531215378659,1991,2,Rural,612400.6112064001
4290,4,1,0.7620888076055895,1989,1,Rural,686662.3770119452
4477,4,2,1.3943104118447196,1991,0,Downtown,710785.2840920158
1918,4,1,0.20282016625631755,1996,1,Downtown,382012.059057623
2404,1,3,1.1584390557094812,1986,1,Suburb,476053.6709120776
4827,4,2,0.6440230273951894,1971,2,Rural,851863.4258857687
1035,5,1,1.0000018860602902,2006,0,Rural,259434.01195948856
2769,2,1,0.42734306707858255,1976,2,Downtown,485364.8964003001
2708,3,3,0.2812637806849695,1990,1,Downtown,543700.7961407294
1175,5,3,0.28267079069327833,1983,1,Suburb,363924.9604461075
4330,5,3,0.15221332118255976,1981,2,Suburb,688791.8279077371
3435,4,2,0.31918772210680235,2015,2,Downtown,629186.7824905629
2370,1,1,1.013118108234004,1961,2,Rural,440452.80186173326
3360,2,3,1.3284513871730868,1989,0,Suburb,582670.2225129249
4191,1,2,1.2304822441071848,2022,1,Downtown,834318.1264705086
3765,2,2,1.043444749318002,2022,2,Downtown,663348.4009749232
4443,2,2,0.21012620194609888,1959,1,Rural,741587.8896885578
4650,1,3,0.46932179712912725,1997,0,Downtown,826687.540784697
1672,5,3,0.49921996921758,1969,0,Downtown,349220.1599442569
2052,2,1,0.41243757227655076,1988,0,Suburb,291220.0990553102
2114,1,1,0.7967582065790986,2009,0,Downtown,379602.4377857553
3698,2,3,0.8265530315755253,2015,1,Downtown,738703.0884278625
877,3,2,0.5674846639981098,2014,0,Suburb,231554.9369407053
3421,5,2,0.5629942801678323,2000,0,Rural,600588.1705304077
1400,4,2,1.251405616963818,1985,2,Rural,392311.72281441244
1865,2,1,1.194474630063544,1973,0,Suburb,347100.7478001183
2936,3,2,0.49630395593708115,1976,2,Suburb,521318.0384362308
3249,4,1,1.374993243616226,1951,0,Rural,591322.66935549
3143,4,1,1.4315817746536337,1980,0,Rural,622119.1459740121
2663,2,2,0.5237766859435592,2006,2,Rural,630511.2103054984
2118,1,2,0.5639161757499296,2015,0,Rural,456340.1288978697
4397,2,3,0.7831695224618404,1978,1,Rural,830705.3887686541
4562,3,3,1.4146251781738266,1964,1,Suburb,787794.1936140837
2990,4,2,1.3206631780563518,1961,0,Downtown,512619.8582626532
1792,2,1,0.1987235457462052,1977,1,Rural,342891.03839588026
3512,1,1,0.6194595777435535,1973,2,Rural,604547.6873178509
2992,2,1,0.8523882251371692,1970,0,Downtown,470422.12743451353
2048,5,1,0.7795420851997331,1959,0,Downtown,397026.115208794
3854,1,1,0.3311014485084944,1967,2,Downtown,661687.9090561264
4833,3,3,1.2952843181938243,1963,2,Downtown,873875.3561147804
2797,4,2,1.0315641353454141,1983,2,Downtown,575395.6753761219
4487,2,3,1.2649671435351153,2007,0,Downtown,819897.5793775744
2951,1,1,1.2952082050567346,1971,2,Suburb,502203.73113763187
4818,5,1,1.1351159878153227,2019,2,Downtown,842707.2884238643
3910,1,1,0.6868553718120901,1985,1,Downtown,601289.537536548
2770,5,1,0.9352927947723656,1994,1,Suburb,628944.607854702
997,3,2,0.28252983887362754,1985,0,Downtown,246873.1150084372
3426,4,1,1.0267858553386162,1971,1,Rural,607193.0643170298
2002,3,2,0.30991722082195705,2010,1,Rural,368558.7403438162
2835,2,1,1.0562269062397274,2005,2,Downtown,679157.4332411835
1277,1,2,0.38291733309325454,1982,2,Suburb,225041.9450507203
2054,5,3,0.22044938521781898,1994,1,Rural,426566.5914240527
1722,5,1,0.28966251070728827,1985,1,Suburb,385885.09202844877
1219,1,2,0.052888596067651894,1969,1,Rural,281918.42020856694
3004,1,3,1.092172445887619,1967,0,Downtown,597340.0516785366
3397,2,1,1.1119815211346498,1987,0,Suburb,689170.0558111562
1920,3,1,0.7966533573742263,2016,0,Suburb,420740.9499205201
3868,5,1,0.28397606153030636,1972,1,Suburb,627577.9812322727
1750,2,2,0.17115378939050013,1965,1,Rural,329075.81953172095
3136,3,2,0.07773700133406616,2008,0,Rural,589846.3586523756
3043,2,3,0.29033485659957003,2018,0,Rural,678167.9992072826
3445,5,2,1.3417405257255628,2017,1,Downtown,605694.5365932964
2657,1,2,0.40022842046743856,1970,2,Rural,540183.3936706102
2665,1,1,0.5636934244649627,2019,0,Downtown,493019.5869666201
3712,3,1,0.20275095249793312,1961,1,Suburb,671746.5458114328
3653,4,1,0.37242389188484687,1965,1,Suburb,631298.7420059002
4028,3,1,0.8028756276312975,1963,2,Downtown,653135.8810463096
4519,4,1,0.9312413904886963,2010,1,Rural,837518.4667798405
4028,2,1,0.405760855541006,2020,1,Downtown,733536.7684661011
3171,2,1,0.13371163087641996,1995,0,Suburb,597927.0809045145
3691,5,3,0.616997660234728,1981,0,Suburb,689324.7214357628
4556,4,3,0.38959488784318447,1964,2,Downtown,776700.7965908713
894,5,3,0.3683531886832128,1993,2,Rural,203527.71402247215
3474,1,3,1.44180106393451,1966,1,Rural,672404.6846856605
2755,4,1,0.9436357045923,1990,0,Downtown,541817.1882140454
1593,3,3,0.857473742599539,2003,2,Downtown,332810.3432087928
2634,1,1,0.6528739001088169,1993,2,Rural,451228.7943373451
2916,1,3,0.6719692834737092,1954,2,Suburb,508001.4450719021
4906,3,2,0.8343122555652173,1976,1,Downtown,769937.0235121835
4125,1,3,1.0598232202023554,1992,0,Rural,688562.3445737904
3719,4,3,1.0681118394636526,1980,2,Rural,646020.7189489554
3397,5,1,0.2989561661729019,1966,0,Suburb,581405.1727290612
4005,1,3,0.7751634905111091,2003,2,Suburb,684318.394893744
1614,4,2,0.6473392377994479,2011,2,Suburb,297696.5387126515
1145,2,1,1.312264101090607,1981,0,Suburb,363124.7935502862
3149,4,1,0.9655574357666458,1989,0,Suburb,642288.1852667945
1162,5,3,0.8221308963031736,1962,0,Downtown,266291.6468500642
3243,4,1,0.21732223115943017,1984,1,Rural,594917.5144558691
3065,3,1,0.9281749395189466,1954,2,Downtown,569686.7532814436
2988,5,1,0.21994566323633846,2022,1,Downtown,631653.2060034006
3805,2,1,0.5389495345703404,1978,0,Downtown,603098.7393584028
4081,3,1,0.2571208489807812,2019,2,Downtown,774897.7561787369
1784,4,1,1.0535067881853348,1974,1,Downtown,346774.87055336
2439,5,2,0.34906556506242126,1971,2,Suburb,420038.19109281775
1627,2,3,0.6181960911226377,2015,1,Suburb,408620.7497881776
3530,3,2,1.348728427547229,1994,0,Rural,716512.489757066
4331,2,1,0.3462587559285069,2018,1,Downtown,873470.6237951043
3735,4,1,0.7863173427402297,2021,2,Rural,629990.0836002938
4676,2,3,0.6579439086907319,1950,2,Suburb,838004.8624278541
926,1,2,0.07627985951630811,1993,2,Suburb,204935.5350006495
3977,3,3,1.1994992646805784,1988,2,Suburb,777207.9208198132
3856,2,2,0.15011656415616959,2003,0,Downtown,597877.8537215608
1403,4,1,0.7376697804165827,1978,1,Downtown,249564.90682340346
4249,4,3,0.8629835276614775,2003,0,Suburb,740815.9293949053
4946,2,3,0.9612183620911513,1965,0,Rural,851072.5695252272
4333,4,1,1.0485158624964195,1969,0,Rural,716866.2539230105
4167,5,3,0.4172449561079368,1995,2,Suburb,807347.6163178297
4168,5,2,0.06446922615475159,2016,2,Rural,814334.1154359907
4597,5,2,1.0989933104146223,2014,2,Suburb,877008.7432705602
2592,1,2,0.826702069053989,2007,1,Rural,573273.4233641232
3661,2,2,1.2623706696505108,2002,2,Suburb,694688.7448657774
4276,1,1,1.2410131262060067,1950,1,Rural,648875.4270071118
